Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Malik R.F., Hafiz M., Nopransyah A., Zalbina M.R., Septian T.W.","55976994100;57201418695;57203391355;57194213818;57194205196;","Real time environmental monitoring in palm oil plantation using wireless sensor network",2015,"International Conference on Electrical Engineering, Computer Science and Informatics (EECSI)","2",,,"123","126",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85000654707&partnerID=40&md5=f1adddc15048eefb9ac48d943282c6f5","Direct transmission; Palm plantation; Pegasis; Real-time monitoring; Wireless sensor network",,Conference Paper,"Final","",Scopus,2-s2.0-85000654707
"Law M.C., Balasundram S.K., Husni M.H.A., Ahmed O.H., Harun M.H.","35272879700;13403041500;6603947433;7005843323;33167669000;","Spatial variability of soil organic carbon in oil palm: A comparison between young and mature stands",2009,"International Journal of Agricultural Research","4","12",,"402","417",,9,"10.3923/ijar.2009.402.417","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949551682&doi=10.3923%2fijar.2009.402.417&partnerID=40&md5=3e7f2a2c9e254d4545cca95b680e8c67","Carbon sequestration; Oil palm; Operational zones; Soil organic carbon; Spatial variability","Elaeis",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-77949551682
"Naresh M., Munaswamy P.","57205677282;38361884800;","Smart agriculture system using IoT technology",2019,"International Journal of Recent Technology and Engineering","7","5",,"98","102",,9,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061028033&partnerID=40&md5=8d73a998c769d6637ce53e369940fb02","Humidity sensor; IOT; Soil moisture sensor; Temperature sensor; Water level sensor",,Article,"Final","",Scopus,2-s2.0-85061028033
"Brucal S.G.E., Colobong J.B., De Guzman D.B., De Leon J.N.M., Samaniego L.A., Yong E.D.","57192922459;57251071600;57250264300;57250957300;57215818029;57250374200;","Papaya maturity classification in MATLAB platform using lab method and DHT11 sensor",2021,"Proceedings of the 2021 5th World Conference on Smart Trends in Systems Security and Sustainability, WorldS4 2021",,,,"171","175",,,"10.1109/WorldS451998.2021.9514053","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85114513887&doi=10.1109%2fWorldS451998.2021.9514053&partnerID=40&md5=221e5af944292e35c17208609c3559c0","Clustering Based Techniques; DHT11 Sensor; Lab Method; MATLAB; Papaya Maturity; Ripeness stage","Image processing; Design projects; Integrated device; MATLAB platform; Maturity levels; User friendly; Sustainable development",Conference Paper,"Final","",Scopus,2-s2.0-85114513887
"Lamade E., Tcherkez G., Darlan N.H., Rodrigues R.L., Fresneau C., Mauve C., Lamothe-Sibold M., Sketriené D., Ghashghaie J.","6508377054;7801438744;57015593300;57014300500;6602346159;23094650900;56525336100;56525200000;6603360326;","Natural 13C distribution in oil palm (Elaeis guineensis Jacq.) and consequences for allocation pattern",2016,"Plant Cell and Environment","39","1",,"199","212",,14,"10.1111/pce.12606","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84955178935&doi=10.1111%2fpce.12606&partnerID=40&md5=32cb614f471329af0108fa85b323ff74","13C/12C fractionation; Carbon allocation; Isotope composition; Oleosynthesis cost; Respiratory losses","biomass allocation; carbon fixation; carbon sink; dicotyledon; ecophysiology; essential oil; fruit; isotopic composition; leaf; lipid; metabolism; sucrose; Elaeis; Elaeis guineensis; carbohydrate; carbon; lipid; palm oil; vegetable oil; Arecaceae; biological model; biomass; carbohydrate metabolism; carbon cycle; evapotranspiration; fruit; growth, development and aging; Indonesia; metabolism; photosynthesis; physiology; plant leaf; Arecaceae; Biomass; Carbohydrate Metabolism; Carbohydrates; Carbon; Carbon Cycle; Carbon Isotopes; Fruit; Indonesia; Lipids; Models, Biological; Photosynthesis; Plant Leaves; Plant Oils; Plant Transpiration",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84955178935
"Pallas B., Mialet-Serra I., Rouan L., Clément-Vidal A., Caliman J.-P., Dingkuhn M.","24588105800;18836696300;36996152000;8604357200;6506152080;6701914677;","Effect of source/sink ratios on yield components, growth dynamics and structural characteristics of oil palm (Elaeis guineensis) bunches",2013,"Tree Physiology","33","4",,"409","424",,11,"10.1093/treephys/tpt015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84877267338&doi=10.1093%2ftreephys%2ftpt015&partnerID=40&md5=e30887b6e739ba53d7309fcacaa93699","fruit filling; fruit-set; inflorescence abortion; oil concentration; sex determination; source/sink ratio; yield components","ablation; defoliation; fruit; fruit set; growth rate; harvesting; long-term change; phenology; sex determination; source-sink dynamics; yield response; Arecaceae; article; carbohydrate metabolism; fruit; growth, development and aging; Indonesia; inflorescence; metabolism; season; Arecaceae; Carbohydrate Metabolism; Fruit; Indonesia; Inflorescence; Seasons; Indonesia",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-84877267338
"Affendy H., Aminuddin M., Arifin A., Mandy M., Julius K., Tamer A.T.","57192073004;7006032567;26867512100;57202944437;36349382900;36783764100;","Effects of light intensity on Orthosiphon stamineus Benth. seedlings treated with different organic fertilizers",2010,"International Journal of Agricultural Research","5","4",,"201","207",,8,"10.3923/ijar.2010.201.207","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77952985776&doi=10.3923%2fijar.2010.201.207&partnerID=40&md5=bbfb1b5d2adc4b48edee51ef4de938f4",,"Elaeis; Orthosiphon; Orthosiphon stamineus",Article,"Final","All Open Access, Bronze, Green",Scopus,2-s2.0-77952985776
"Yuen J.Q., Ziegler A.D., Webb E.L., Ryan C.M.","55320667100;7201554889;7101663277;23100820000;","Uncertainty in below-ground carbon biomass for major land covers in Southeast Asia",2013,"Forest Ecology and Management","310",,,"915","926",,38,"10.1016/j.foreco.2013.09.042","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888131571&doi=10.1016%2fj.foreco.2013.09.042&partnerID=40&md5=0659a71818526a92253e0f6b4d5efb8e","Land cover change; REDD+; Roots; Tropics","Above ground biomass; Agricultural intensification; Allometric equations; Development agencies; Land-cover change; Oil palm plantations; REDD; Roots; Biomass; Carbon; Environmental impact; Palm oil; Rubber plantations; Tropics; Vegetation; Forestry; agricultural intensification; agroforestry; allometry; biomass; carbon sequestration; data set; environmental impact; land cover; land use change; measurement method; shrub; uncertainty analysis; Southeast Asia; Elaeis; Rhizophoraceae",Review,"Final","All Open Access, Green",Scopus,2-s2.0-84888131571
"Beaudoin-Ollivier L., Flori A., Coffi A., Cros D., Glitho I., Nodichao L., Fiedler K.","6602221985;6602524401;57191833226;54381328100;6507711675;37067752000;57196168396;","Survival of Coelaenomenodera lameensis (Coleoptera: Chrysomelidae) in Relation to the Physical Characteristics of Different Oil Palm (Elaeis sp.) breeding populations",2015,"Journal of Insect Science","15","1",,"","",,,"10.1093/jisesa/iev066","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84994045456&doi=10.1093%2fjisesa%2fiev066&partnerID=40&md5=e77cf99201725f38d2954025f6960197","Breeding population; Coelaenomenodera lameensis; Comestibility; Oil palm; Population dynamics","anatomy and histology; animal; Arecaceae; beetle; Benin; egg laying; female; genetics; growth, development and aging; host parasite interaction; larva; male; mortality; parasitology; physiology; plant leaf; Animals; Arecaceae; Beetles; Benin; Female; Host-Parasite Interactions; Larva; Male; Mortality; Oviposition; Plant Leaves",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-84994045456
"Sia C.L., Lim K.O., Teng T.T.","35779206200;7403176199;7006454241;","Effect of washing and feedstock size of oil palm empty fruit bunches in acid hydrolysis studies",2009,"ICEE 2009 - Proceeding 2009 3rd International Conference on Energy and Environment: Advancement Towards Global Sustainability",,,"5398670","55","58",,2,"10.1109/ICEENVIRON.2009.5398670","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949630061&doi=10.1109%2fICEENVIRON.2009.5398670&partnerID=40&md5=d491e2cfcf37bea4063dfcf92b95477a","Acid hydrolysis; EFB; Feedstock size; Sugar production; Water washing","Acid hydrolysis; Contour plot; Conversion rates; EFB; Effect of washing; Oil palm empty fruit bunch; Optimal conditions; Sugar yield; Water washing; Acids; Feedstocks; Hydrolysis; Sustainable development; Washing; Sugar (sucrose)",Conference Paper,"Final","",Scopus,2-s2.0-77949630061
"Groher T., Schmittgen S., Fiebig A., Noga G., Hunsche M.","57202777674;56780363300;57197412382;56344106600;55992032100;","Suitability of fluorescence indices for the estimation of fruit maturity compounds in tomato fruits",2018,"Journal of the Science of Food and Agriculture","98","15",,"5656","5665",,8,"10.1002/jsfa.9111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056223488&doi=10.1002%2fjsfa.9111&partnerID=40&md5=1fb0c9b4c59e67aba2c2cb251f36a0a3","chlorophyll fluorescence; fruit quality; maturity stages; nondestructive sensors; tomato","carotenoid; chlorophyll; lycopene; plant extract; chemistry; color; evaluation study; fluorescence; fruit; growth, development and aging; procedures; tomato; ultraviolet spectrophotometry; Carotenoids; Chlorophyll; Color; Fluorescence; Fruit; Lycopersicon esculentum; Plant Extracts; Spectrophotometry, Ultraviolet",Article,"Final","",Scopus,2-s2.0-85056223488
"Sheeba M., Rajesh M., Vallabhan C.P.G., Nampoori V.P.N., Radhakrishnan P.","8985330300;8985329900;7005776170;7005176529;7005636455;","Fibre optic sensor for the detection of adulterant traces in coconut oil",2005,"Measurement Science and Technology","16","11",,"2247","2250",,24,"10.1088/0957-0233/16/11/016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-27344457126&doi=10.1088%2f0957-0233%2f16%2f11%2f016&partnerID=40&md5=2214c48e8974c9da1d07780ced225304","Adulteration of oil; Evanescent wave refractometer; Fibre optic sensor; Side-polished fibre","Impurities; Mixtures; Paraffins; Refractometers; Vegetable oils; Adulteration of oil; Evanescent wave refractometer; Side-polished fibre; Fiber optic sensors; Fiber optics; refractometry; sensor",Article,"Final","All Open Access, Green",Scopus,2-s2.0-27344457126
"Delina N.K., Ayub Wahab I.H., Khairan A.","57219231382;57189354771;57205540725;","The Measurement of Maturity Level in Chili's Using Index Pixel",2020,"Journal of Physics: Conference Series","1569","2","022032","","",,,"10.1088/1742-6596/1569/2/022032","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85091779384&doi=10.1088%2f1742-6596%2f1569%2f2%2f022032&partnerID=40&md5=aa581b08f61d2de28e1fcb745c7c3b96","chili; index pixel; maturity level; RGB","Color; Fruits; Image segmentation; Color pixels; Fruit ripeness; Learning Vector Quantization; Maturity levels; Pixel methods; Segmentation process; Pixels",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85091779384
"Carvalho M., Ribeiro P., Romão V., Cardoso S.","57224163313;57194536691;57224172759;7102228024;","Smart fingertip sensor for food quality control: Fruit maturity assessment with a magnetic device",2021,"Journal of Magnetism and Magnetic Materials","536",,"168116","","",,,"10.1016/j.jmmm.2021.168116","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85107157694&doi=10.1016%2fj.jmmm.2021.168116&partnerID=40&md5=8c18c637ac437371b81b551be611e47a","Food quality control; Giant magnetoresistive sensor; Magnetic artificial cilia; Nanocomposite; Texture sensor",,Article,"Final","All Open Access, Green",Scopus,2-s2.0-85107157694
"Yamin M., Wan Ismail W.I., Mohd Kassim M.S., Abd Aziz S., Shamshiri R.","38962362500;6603897473;57188929725;57210310868;55308184200;","VRT liquid fertilizer applicator for soil nutrient management",2016,"Jurnal Teknologi","78","1-2",,"73","78",,2,"10.11113/jt.v78.7262","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84964311573&doi=10.11113%2fjt.v78.7262&partnerID=40&md5=e2e61d179b69a12c258936cfc0f9b44c","Flow control system; Flow control valve; Liquid fertilizer; Soil fertility sensor; Soil nutrients; VRT (Variable rate technology)",,Article,"Final","All Open Access, Green",Scopus,2-s2.0-84964311573
"Feng Q., Wang G., Wang S., Wang X.","36598099200;57155430100;57211003495;10140584700;","Tomato's Mechanical Properties Measurement Aiming for Auto-harvesting",2019,"IOP Conference Series: Materials Science and Engineering","585","1","012120","","",,,"10.1088/1757-899X/585/1/012120","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072179036&doi=10.1088%2f1757-899X%2f585%2f1%2f012120&partnerID=40&md5=89ffd80f6a5ffe112f5d28f34b53727b",,"Cutting; End effectors; Harvesting; Mechanical properties; Plants (botany); Stiction; Contrast material; Extreme pressure; Force parameters; Friction coefficients; Harvesting machines; Maximum static friction; Measurement and analysis; Pressure resistance; Fruits",Conference Paper,"Final","All Open Access, Bronze",Scopus,2-s2.0-85072179036
"Perez R., Pallas B., Griffon S., Rey H., Caliman J.P., Le Moguédec G., Dauzat J., Costes E.","57190567473;24588105800;34969262800;23493731300;6506152080;9277511300;6602117499;55933624800;","Reconstructing three-dimensional oil palm architecture from allometric relationships",2017,"Acta Horticulturae","1160",,,"11","18",,,"10.17660/ActaHortic.2017.1160.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85021406346&doi=10.17660%2fActaHortic.2017.1160.3&partnerID=40&md5=8ed43c7685766f05489d3b2bfc77ea30","3D reconstruction; Elaeis guineensis; Genetic variability; Plant architecture",,Article,"Final","",Scopus,2-s2.0-85021406346
[No author name available],[No author id available],"Proceedings - 2017 10th International Conference on Human System Interactions, HSI 2017",2017,"Proceedings - 2017 10th International Conference on Human System Interactions, HSI 2017",,,,"","",323,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030256839&partnerID=40&md5=ef028cffc68afaf2535a26d4808663b0",,,Conference Review,"Final","",Scopus,2-s2.0-85030256839
"Shaarani S.M., Cárdenas-Blanco A., Amin M.G., Soon N.G., Hall L.D.","9840192800;6508147821;7403039884;56051105000;35454065800;","Monitoring development and ripeness of oil palm fruit (Elaeis guneensis) by MRI and bulk NMR",2010,"International Journal of Agriculture and Biology","12","1",,"101","105",,36,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77949906703&partnerID=40&md5=7547196544369a7af7643494236d988e","MRI; NMR; Oil palm fruit; Ripening","Elaeis",Article,"Final","",Scopus,2-s2.0-77949906703
"McCalmont J., Kho L.K., Teh Y.A., Lewis K., Chocholek M., Rumpang E., Hill T.","56786034400;55907538000;14017063200;57214825103;36623229200;57211470265;35219951700;","Short- and long-term carbon emissions from oil palm plantations converted from logged tropical peat swamp forest",2021,"Global Change Biology","27","11",,"2361","2376",,,"10.1111/gcb.15544","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85101544328&doi=10.1111%2fgcb.15544&partnerID=40&md5=c13e570045178cdce9c5fd30f06f541d","carbon emission; carbon stocks; ecosystem carbon exchange; eddy covariance; land-use change; oil palm plantation; peatland drainage; tropical peatland conversion","carbon emission; drainage; eddy covariance; environmental monitoring; land use change; peatland; plantation forestry; tropical forest; Elaeis; Matthiola; carbon; ecosystem; forest; soil; Southeast Asia; wetland; Asia, Southeastern; Carbon; Ecosystem; Forests; Soil; Wetlands",Article,"Final","All Open Access, Hybrid Gold, Green",Scopus,2-s2.0-85101544328
"Herold B., Truppel I., Zude M., Geyer M.","7005202811;7801465547;16305972400;7101696383;","Spectral measurements on 'Elstar' apples during fruit development on the tree",2005,"Biosystems Engineering","91","2",,"173","182",,46,"10.1016/j.biosystemseng.2005.03.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-19444367665&doi=10.1016%2fj.biosystemseng.2005.03.005&partnerID=40&md5=4c90e8af76058dc57565c85c4fc987ff",,"Chlorophyll; Error analysis; Forestry; Glass fibers; Harvesting; Nondestructive examination; Portable equipment; Spectrophotometers; Anthocyanin index; Chlorophyll index; Fruit ripening; Spectral measurements; Fruits; Apples; Chlorophylls; Glass Fibers; Harvesting; Photometers; Portable Equipment; Spectrometers; Trees; Malus x domestica",Article,"Final","",Scopus,2-s2.0-19444367665
"Lechaudel M., Urban L., Joas J.","6505802319;7101933589;6507856865;","Chlorophyll fluorescence, a nondestructive method to assess maturity of mango fruits (Cv. 'cogshall') without growth conditions bias",2010,"Journal of Agricultural and Food Chemistry","58","13",,"7532","7538",,44,"10.1021/jf101216t","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954555164&doi=10.1021%2fjf101216t&partnerID=40&md5=20b8637c8082fa4e558b0100abc83a05","Carbon dioxide; Chlorophyll; Fluorescence; Mangifera indica; Nondestructive method; Quality","chlorophyll; chlorophyll; article; chemistry; evaluation; fluorescence; fluorometry; fruit; growth, development and aging; mango; methodology; chemistry; evaluation study; fluorometry; fruit; Mangifera; procedures; Chlorophyll; Fluorescence; Fluorometry; Fruit; Mangifera; Mangifera indica; Chlorophyll; Fluorescence; Fluorometry; Fruit; Mangifera",Article,"Final","",Scopus,2-s2.0-77954555164
"Wang L., Xin M., Qin Z., Liu H.","57070706600;55393265000;26041005000;35305254700;","Functional analysis of an iaaM gene in parthenocarpic fruit development in transgenic Physalis pubescens L. plants",2011,"Plant Cell, Tissue and Organ Culture","107","2",,"333","340",,4,"10.1007/s11240-011-9985-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053919222&doi=10.1007%2fs11240-011-9985-8&partnerID=40&md5=2b3a8c5131c0df9593eab48629472bed","2A12-iaaM gene; Husk tomato; P. pubescens; Parthenocarpy; Transgene expression","Control plants; Fruit development; Fruit maturity; Greenhouse conditions; Husk tomato; In-control; Indole-3-acetic acid; Kanamycins; Murashige and Skoog mediums; Parthenocarpic fruits; Parthenocarpy; Pubescens; Quantitative measurement; Somatic embryogenesis; Transgene expression; Transgenic lines; Transgenic plants; Transgenics; Vegetative growth; Whole plants; Acetic acid; Gene expression; Hardwoods; Plant cell culture; Plants (botany); Fruits; Lycopersicon esculentum; Physalis; Physalis pubescens",Article,"Final","",Scopus,2-s2.0-80053919222
"Flores-Cortez O.O., Rosa V.I., Barrera J.O.","57203089340;57203099430;57205759667;","Determination of the level of ripeness and freshness of fruits by electronic sensors. A review [Determinación del nivel de maduracion y frescura de frutos por medio de sensores electrónicos]",2018,"Proceedings of the 2018 IEEE 38th Central America and Panama Convention, CONCAPAN 2018",,,"8596545","","",,1,"10.1109/CONCAPAN.2018.8596545","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85061482159&doi=10.1109%2fCONCAPAN.2018.8596545&partnerID=40&md5=21760156585183ad14a07bb3da1203d8","Carbon-dioxide; Digital systems; Oxygen; ripeness; Sensors","Biology; Carbon dioxide; Compression testing; Electronic document exchange; Gas emissions; Oxygen; Sensors; Vegetables; Volatile organic compounds; Digital electronics; Digital system; Electronic sensors; Fruit maturation; Fruits and vegetables; Living organisms; ripeness; Sampling technique; Fruits",Conference Paper,"Final","",Scopus,2-s2.0-85061482159
"Banafshechin E., Pirsa S., Amiri S.","57219916662;35932411800;57204472069;","Detection of adding vegetable oils (palm, soybean and corn) adulteration in olive oil by using high performance liquid chromatography and tocopherols and tocotrienols profile banafshechin",2021,"Journal of Food Science and Technology (Iran)","18","117",,"219","235",,,"10.29252/fsct.18.08.19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85111605951&doi=10.29252%2ffsct.18.08.19&partnerID=40&md5=291d37897501a9d681c67252ef7b019a","Corn oil; Olive oil; Palm oil; Soybean oil; Tocopherol; Tocotrienol",,Article,"Final","",Scopus,2-s2.0-85111605951
"Huang L., Wang Z., Zhu X., Chi L.","55272510800;56122697500;57199707880;15131274400;","Electrical gas sensors based on structured organic ultra-thin films and nanocrystals on solid state substrates",2016,"Nanoscale Horizons","1","5",,"383","393",,34,"10.1039/c6nh00040a","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014405956&doi=10.1039%2fc6nh00040a&partnerID=40&md5=d501ce49b45d08ccd89566892c1978bb",,"Explosives detection; Gas detectors; Gas sensing electrodes; High temperature operations; Metals; Morphology; Nanostructures; Solid-state sensors; Ultrathin films; Volatile organic compounds; Commercial products; Device configurations; Environmental Monitoring; Morphology control; Organic materials; Porous metal oxides; Recent researches; Sensing performance; Gases",Review,"Final","",Scopus,2-s2.0-85014405956
"Ahmad A.F., Abbas Z., Obaiys S.J., Abdalhadi D.M.","56988423800;7005822035;54924632300;57193411148;","Improvement of dielectric, magnetic and thermal properties of OPEFB fibre-polycaprolactone composite by adding Ni-Zn ferrite",2017,"Polymers","9","2","12","","",,15,"10.3390/polym9020012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85013657529&doi=10.3390%2fpolym9020012&partnerID=40&md5=f51892b9baca8e9d7c2c9822f467132d","Composites; FTIR; Microwave; Rectangular waveguide; SEM; TGA","Blending; Composite materials; Dielectric materials; Electromagnetic pulse; Electromagnetic shielding; Electromagnetic wave interference; Ferrite; Ferrites; Fillers; Fourier transform infrared spectroscopy; Magnetism; Microwave devices; Microwaves; Milling (machining); Nickel; Palm oil; Permittivity; Polycaprolactone; Rectangular waveguides; Scanning electron microscopy; Shielding; Signal interference; Solid state reactions; Solid wastes; Thermodynamic properties; Thermogravimetric analysis; Waveguides; Zinc; Zinc compounds; Differential thermogravimetric; Effective permittivity and permeabilities; Electromagnetic interference shielding; Fourier transform infrared spectrometry; FTIR; Microwave absorbing properties; Oil palm empty fruit bunch (OPEFB); Solid-state reaction techniques; Microwave sensors",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85013657529
"Boerner W.-M., Sumantyo J.T.S., Nugroho A., Hattori K.","7006670998;55802422900;55553347000;35414627000;","Implementation of high resolution polsar & polinsar imagenary for geo/bio-environmental monitoring of natural hazard-prone and man-induced disaster regions across Indonesia",2013,"Conference Proceedings of 2013 Asia-Pacific Conference on Synthetic Aperture Radar, APSAR 2013",,,"6705004","41","44",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894188959&partnerID=40&md5=036feaf2c77ba7d9dee2575204e0af96",,,Conference Paper,"Final","",Scopus,2-s2.0-84894188959
"Abasi S., Minaei S., Jamshidi B., Fathi D.","56146413600;56946502100;53979866600;24766075300;","Development of an Optical Smart Portable Instrument for Fruit Quality Detection",2021,"IEEE Transactions on Instrumentation and Measurement","70",,"9149737","","",,3,"10.1109/TIM.2020.3011334","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85097799251&doi=10.1109%2fTIM.2020.3011334&partnerID=40&md5=dfb51a29e76774e446e615396baa6f81","Arduino; classification; decision tree; fiber optic; spectroscopy","Decision trees; Optical fibers; Spectrum analysis; Acceptable performance; Classification models; Decision tree method; Nondestructive determination; Portable instrument; Received signals; Ripeness estimations; Soluble solids content; Fruits",Article,"Final","",Scopus,2-s2.0-85097799251
"Faidi M.A., Ibrahim A.L., Dan A.W.R., Huey T.T.","55349606900;7202978821;55348685800;56203527900;","The capability of eco-physilogal approach to determine net primar productivity (NPP) of tropical rainforest using remote sensing data",2010,"31st Asian Conference on Remote Sensing 2010, ACRS 2010","1",,,"727","733",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84865653872&partnerID=40&md5=8b83c042ffb2e330b88102103d5b7caf","Biomass; Eco-physical approach; Global warming; Net primary productivity; Remote sensing; Tropical rainforest","Agricultural sector; Assesment; Average values; C-FIX models; Coefficient of variation; Eco-physical approach; Forest reserves; GLO-PEM; GLO-PEM model; Knowledge pertaining; Net primary productivity; Oil palm; Remote sensing data; Satellite data; Spatial resolution; Spectral range; Tropical rain forest; Vegetation type; Atmospheric composition; Biomass; C (programming language); Carbon dioxide; Ecosystems; Forestry; Global warming; Greenhouse gases; Proven reserves; Remote sensing; Rubber; Vegetation; Physiological models",Conference Paper,"Final","",Scopus,2-s2.0-84865653872
"Zhang J., Serra S., S. Leisso R., Musacchi S.","55541680200;36151444000;57201970967;6508189963;","Effect of light microclimate on the quality of 'd'Anjou' pears in mature open-centre tree architecture",2016,"Biosystems Engineering","141",,,"1","11",,21,"10.1016/j.biosystemseng.2015.11.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84947942441&doi=10.1016%2fj.biosystemseng.2015.11.002&partnerID=40&md5=56c315d8b84f8c5a3c1b161890330456","Fruit maturity; Fruit quality; Light measurement system; Light penetration; Photosynthetically active radiation","Cold storage; Forestry; Harvesting; Fruit maturity; Fruit quality; Light penetration; Measurement system; Photosynthetically active radiation; Fruits",Article,"Final","",Scopus,2-s2.0-84947942441
[No author name available],[No author id available],"Lidar Remote Sensing for Environmental Monitoring XIII",2012,"Proceedings of SPIE - The International Society for Optical Engineering","8526",,,"","",216,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84900034354&partnerID=40&md5=a5667b654fcdc278ed911af9256b03c3",,,Conference Review,"Final","",Scopus,2-s2.0-84900034354
"Diana Carolina C.P., Deivis David N.T.","56682856100;56682877900;","Classification of oranges by maturity, using image processing techniques",2014,"2014 3rd International Congress of Engineering Mechatronics and Automation, CIIMA 2014 - Conference Proceedings",,,"6983466","","",,3,"10.1109/CIIMA.2014.6983466","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931003421&doi=10.1109%2fCIIMA.2014.6983466&partnerID=40&md5=64b161d2f745d29e6234940ce6a1678a","image filters; Image processing; Orange maturity; quality criteria","Benchmarking; Citrus fruits; Image acquisition; MATLAB; Classification system; Image filters; Image processing technique; Matlab- software; Orange maturity; Physical characteristics; Pre-processing; Quality criteria; Image processing",Conference Paper,"Final","",Scopus,2-s2.0-84931003421
"Bengaly K., Liang J.B., Jelan Z.A., Ho Y.W., Ong H.K.","16174560400;7404541381;6601994872;57195050529;57197899580;","Utilization of steam-processed oil palm (Elaeis guineensis) frond by ruminants in Malaysia: Investigations for nitrogen supplementation",2010,"African Journal of Agricultural Research","5","16",,"2131","2136",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78049477819&partnerID=40&md5=307d0eb48648c2ac9a62d2a75eac19b8","Degradability; Nitrogen; Oil palm frond; Ruminant; Steam treatment; Supplementation","Animalia; Bos; Bovidae; Elaeis; Elaeis guineensis; Glycine max; Manihot esculenta; Ovis aries",Article,"Final","",Scopus,2-s2.0-78049477819
"Wibawa W., Mohayidin M.G., Mohamad R.B., Juraimi A.S., Omar D.","22956286000;36646345300;26642579100;8318058100;6506117808;","Efficacy and cost-effectiveness of three broad-spectrum herbicides to control weeds in immature oil palm plantation",2010,"Pertanika Journal of Tropical Agricultural Science","33","2",,"233","241",,10,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955870849&partnerID=40&md5=e0f135af2d97c4bbe79425784ca7d82a","Cost-effectiveness; Efficacy; Herbicides; Oil palm","Elaeis",Article,"Final","",Scopus,2-s2.0-77955870849
"Legros S., Mialet-Serra I., Clement-Vidal A., Caliman J.-P., Siregar F.A., Fabre D., Dingkuhn M.","55112651200;18836696300;8604357200;6506152080;6504711098;24831865600;6701914677;","Role of transitory carbon reserves during adjustment to climate variability and sourcesink imbalances in oil palm (Elaeis guineensis)",2009,"Tree Physiology","29","10",,"1199","1211",,30,"10.1093/treephys/tpp057","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74049156718&doi=10.1093%2ftreephys%2ftpp057&partnerID=40&md5=5d6e89b95e5df8f09c6074de662b0552","Carbon assimilation; Glucose; Growth; Non-structural carbohydrates; Phenotypic plasticity; Sourcesink relationships; Starch","carbohydrate; carbon dioxide; climate effect; developmental biology; environmental effect; gas exchange; monocotyledon; phenology; phenotypic plasticity; source-sink dynamics; starch; Elaeis; Elaeis guineensis; carbon; glucose; starch; Arecaceae; article; climate change; growth, development and aging; metabolism; physiology; Arecaceae; Carbon; Climate Change; Glucose; Starch",Article,"Final","",Scopus,2-s2.0-74049156718
